CustomerID,Gender,Age,Region,MembershipLevel,VisitCount,AveragePurchaseAmount,TotalPurchaseAmount,SatisfactionScore,LastPurchaseDate,CouponUsed,PreferredCategory,SignupDate,Email,PurchaseStatus
CUST100978,Male,28,Daegu,Basic,14,131700.0,1120600.0,4.1,2026-03-08,N,Fashion,2022-06-24,customer978@example.com,1
CUST100261,Male,25,Incheon,VIP,4,156600.0,314300.0,3.7,2026-05-20,Y,Sports,2025-05-15,customer261@example.com,1
CUST100459,Female,47,Daejeon,Basic,4,5000.0,10700.0,3.8,2026-05-30,N,Home,2022-12-18,customer459@example.com,0
CUST100283,Female,38,Seoul,Silver,8,101300.0,363900.0,3.6,2026-04-18,N,Sports,2024-06-22,customer283@example.com,0
CUST100599,Male,29,Daegu,VIP,10,241900.0,645200.0,3.6,2026-04-21,N,Food,2021-12-31,customer599@example.com,1
CUST100888,Female,54,Busan,Silver,8,195400.0,858800.0,3.4,2026-05-12,N,Electronics,2024-12-14,customer888@example.com,1
CUST101370,Male,38, GYEONGGI ,,13,190800.0,1456300.0,3.3,2026-03-09,N,Electronics,2025-05-15,customer1370@example.com,1
CUST100554,Female,49,Gyeonggi,Silver,12,116900.0,378300.0,3.2,2026-01-02,Y,Electronics,2021-06-10,customer554@example.com,0
CUST100848, FEMALE ,27,Gwangju,VIP,16,280400.0,1593800.0,4.3,2026-04-28,Y,Beauty,2020-10-06,customer848@example.com,1
CUST101052,Male,47,Gwangju,Gold,5,136500.0,408100.0,2.4,2026-05-18,Y,Home,2022-04-02,customer1052@example.com,1
CUST100127,Female,39,Daegu,Basic,6,13700.0,28100.0,2.8,2026-04-30,N,Home,2023-09-26,customer127@example.com,0
CUST100311,Female,46,Busan,Basic,7,108700.0,319900.0,5.0,2026-04-22,N,Food,2020-11-13,customer311@example.com,0
CUST100828,Female,50,Incheon,Basic,15,112500.0,810200.0,4.2,2026-04-23,Y,Fashion,2021-07-29,customer828@example.com,1
CUST100425,Male,22,Gyeonggi, Basic ,10,103200.0,228800.0,4.9,2026-06-20,N,Sports,2025-03-30,customer425@example.com,1
CUST101257,Male,43,Gwangju,Basic,13,154600.0,452600.0,3.2,2026-04-04,No,Fashion,2023-04-09,customer1257@example.com,1
CUST100520,Male,43,Gwangju,Basic,9,96100.0,337200.0,3.2,2026-04-29,Y,Home,2022-08-11,customer520@example.com,1
CUST101042,Male,27,Incheon,Basic,10,95800.0,322600.0,3.9,2025-11-30,N,Food,2025-12-04,customer1042@example.com,1
CUST100115,Male,51,Gyeonggi,Silver,7,116900.0,475900.0,4.8,2026-05-23,Y,Sports,2023-01-26,customer115@example.com,1
CUST100966,Female,40,Busan,Basic,4,86500.0,156000.0,3.1,2026-05-25,N,Food,2022-02-13,customer966@example.com,0
CUST100898,Male,39,Seoul,Silver,6,51300.0,159700.0,2.7,2026-06-22,N,Fashion,2020-07-21,customer898@example.com,0
CUST100865,Other,,Gyeonggi,VIP,9,209200.0,445200.0,3.4,2026-04-08,Y,Sports,2025-03-17,customer865@example.com,1
CUST100158,Male,37,Seoul,VIP,10,213600.0,597100.0,3.9,2026-02-06,N,Food,2024-07-09,customer158@example.com,1
CUST100480,Male,50,Seoul,Basic,6,87600.0,89000.0,4.3,2026-05-03,N, Beauty ,2024-05-02,customer480@example.com,0
CUST100734,Male,39,Gyeonggi,Silver,9,110000.0,245700.0,3.3,2026-03-29,N,Home,2023-09-23,customer734@example.com,0
CUST101379,Male,62,Busan,Basic,7,45100.0,97400.0,4.2,2026-04-19,N,Sports,2025-06-24,customer1379@example.com,0
CUST100206,Male,27,Gyeonggi,Silver,14,132800.0,628300.0,3.6,2026-04-11,Y,Sports,2024-05-18,customer206@example.com,0
CUST101293,Female,43,Busan,Basic,5,172000.0,483700.0,4.1,2026-05-11,Y,Electronics,2024-02-12,customer1293@example.com,1
CUST100042,Female,44,Seoul,Silver,5,131000.0,288900.0,2.7,2026-04-20,N,Fashion,2022-10-15,customer42@example.com,0
CUST100252,Male,46,Gyeonggi,Basic,7,,231400.0,4.2,2026-04-04,Y,Fashion,2024-12-29,customer252@example.com,1
CUST100411,male,24,Gyeonggi,Gold,10,155700.0,276800.0,3.6,2026-04-17,Y,Sports,2022-03-31,customer411@example.com,1
CUST100891,Female,37,Daegu,Basic,4,44300.0,18000000,,2026-02-08,Y,Beauty,2025-04-26,customer891@example.com,0
CUST100884,Male,22,Incheon,Basic,12,87500.0,517800.0,4.7,2026-02-11,Y,Fashion,2024-06-21,customer884@example.com,0
CUST100469,Male,30,Gyeonggi,Silver,17,212700.0,701600.0,3.9,2025-12-21,Y,Electronics,2022-12-23,customer469@example.com,1
CUST101073,Female,40,Seoul,Gold,9,102000.0,464800.0,,2026-03-01,N,Home,2020-11-07,customer1073@example.com,1
CUST100463,Female,41,Gwangju,gold,9,44900.0,149500.0,2.4,2026-04-20,N,Fashion,06-03-2023,customer463@example.com,0
CUST100299,Female,36,Incheon,Basic,12,95400.0,517600.0,3.2,2026-03-24,N,Food,2022-05-22,customer299@example.com,1
CUST101254,Female,28,Gyeonggi,Basic,9,"131,600",404200.0,5.0,2026-06-05,Yes,Food,2021-09-27,customer1254@example.com,1
CUST100146,Female,33,Gyeonggi,Basic,8,"45,600",47900.0,2.3,2026-05-29,Y,Food,2024-04-30,customer146@example.com,0
CUST100701,Male,34,Busan,Basic,7,124400.0,408900.0,4.3,2026-05-31,Y,beauty,2020-08-10,customer701@example.com,1
CUST100999,Female,,Gyeonggi,Basic,6,79900.0,257900.0,3.5,,N,Food,2021-05-31,customer999@example.com,0
CUST100590,Female,46,Daegu,Silver,10,122600.0,675000.0,3.1,2026-01-30,Y,Food,2021-06-09,customer590@example.com,0
CUST101337,Male,23,,Basic,8,46900.0,92600.0,3.7,2026-05-16,N,Fashion,2025-06-15,customer1337@example.com,0
CUST101301,Female,22,Gyeonggi,Gold,8,180100.0,335600.0,3.4,2026-04-29,N,Electronics,2021-10-13,customer1301@example.com,1
CUST100103,Male,37,Daejeon,Basic,5,69900.0,178900.0,4.2,2026-03-22,N,Food,2025-05-26,customer103@example.com,1
CUST100527,Female,41,Seoul,Basic,7,50000.0,98800.0,3.3,2026-04-17,N,Home,2022-11-21,customer527@example.com,0
CUST100791,Female,34,Busan,Silver,12,207400.0,1334100.0,3.3,2026-02-09,Y,Sports,2021-07-04,customer791@example.com,1
CUST100419,Female,20,Seoul,Basic,6,102300.0,225100.0,2.2,2026-06-11,N,Fashion,2023-08-19,customer419@example.com,0
CUST101372,Female,25,Seoul,Silver,8,59900.0,221100.0,4.6,2026-03-28,N,Food,2025-12-16,customer1372@example.com,1
CUST101218,Female,63,Seoul,Gold,8,127200.0,439700.0,4.0,2026-03-06,N,Beauty,2024-07-22,customer1218@example.com,1
CUST100214,Female,38,Seoul,VIP,11,235200.0,811300.0,3.3,2026-06-07,N,Electronics,2023-11-02,customer214@example.com,1
CUST100870,Female,37,,Basic,9,50100.0,163900.0,4.5,2026-03-15,Y,Beauty,2024-02-06,customer870@example.com,0
CUST100349,Female,35,Seoul,Gold,9,165400.0,814500.0,,2026-05-29,Y,Home,2025-01-31,customer349@example.com,1
CUST101196,Male,39,Gyeonggi,Gold,12,91500.0,176900.0,3.8,2026-02-01,Y,Food,2020-10-16,customer1196@example.com,1
CUST100961,Female,39,Seoul,VIP,9,292600.0,669500.0,3.2,,N,Electronics,2022-01-17,customer961@example.com,0
CUST101258,Female,31,Gyeonggi,Basic,3,5000.0,5600.0,,2026-05-31,Y,Home,2024-12-24,customer1258@example.com,0
CUST100991,Male,39,Seoul,Silver,11,169800.0,389500.0,3.9,2026-01-15,N,Fashion,2023-06-01,customer991@example.com,0
CUST100598,Male,50,Gwangju,Silver,10,126100.0,262700.0,2.2,2026-05-12,N,Beauty,2020-09-14,customer598@example.com,0
CUST100455,Male,34,Seoul,Silver,170,116300.0,121000.0,3.0,2026/03/14,Y,Fashion,2025-10-25,customer455@example.com,0
CUST100307,Male,39,seoul,Gold,7,145300.0,394300.0,2.5,2026-03-07,N,Fashion,2023-08-01,customer307@example.com,0
CUST100914,Male,34,Daejeon,Basic,9,56000.0,52300.0,3.7,2026-03-13,N,Food,2025-11-15,customer914@example.com,0
CUST100014,Male,50,Daegu,Silver,12,162300.0,21000000,4.1,2026-03-06,Y,Electronics,2025-12-21,customer14@example.com,1
CUST100046,Male,26,Gwangju,Silver,10,150400.0,460200.0,4.7,2026-05-07,Y,Fashion,2022-07-14,customer46@example.com,1
CUST101057,Male,31,Gyeonggi,Basic,7,103500.0,286300.0,3.3,2026-05-17,N,Food,2025-12-24,customer1057@example.com,0
CUST100592,Female,38,Seoul,Silver,11,133800.0,833100.0,4.6,2026-05-28,N,Beauty,2022-02-26,customer592@example.com,1
CUST100625,Female,33,Gyeonggi,Silver,10,106500.0,465300.0,4.5,2026-03-07,Y,Home,2025-06-28,customer625@example.com,1
CUST101043,F,31,Seoul,VIP,6,255100.0,777400.0,3.2,2026-05-24,Y,Food,2021-11-13,customer1043@example.com,1
CUST101190,Male,45,Gyeonggi,Basic,4,64700.0,118600.0,4.3,2026-05-23,Y,Home,2024-08-11,customer1190@example.com,0
CUST100595,Male,42,Gyeonggi,Basic,10,143400.0,728100.0,3.0,2026-04-28,N,Food,2021-08-17,customer595@example.com,0
CUST100391,Male,41,Seoul,Silver,8,146900.0,406900.0,3.2,2026-05-18,Y,Food,2023-11-27,customer391@example.com,1
CUST100501,Female,47,Daegu,SILVER,11,92600.0,417900.0,4.4,2026-04-28,N,Food,2021-05-15,customer501@example.com,1
CUST100218, FEMALE ,32,Seoul,Basic,16,154200.0,475100.0,2.7,2026-05-23,N,Home,2025-06-09,customer218@example.com,1
CUST100576,Male,42,Daejeon,Gold,5,202000.0,390900.0,4.4,2026-04-09,Y,Beauty,2023-04-07,customer576@example.com,1
CUST100117,Male,28,Seoul,Basic,8,48500.0,160000.0,,2026-03-30, n ,Electronics,2024-12-09,customer117@example.com,1
CUST100766,Male,49,Gyeonggi,Gold,7,205300.0,217500.0,4.5,2026-03-08,Y,Home,2021-03-07,customer766@example.com,1
CUST100647,Female,53,Incheon,Gold,9,162200.0,485300.0,4.3,2026-04-04,N,Food,2025-04-21,customer647@example.com,1
CUST101132,Male,18,Seoul,Gold,7,129100.0,120300.0,3.5,2026-06-20,N,Fashion,2023-08-14,customer1132@example.com,0
CUST100001,Male,60,Gyeonggi,Basic,9,106900.0,475000.0,4.2,2026-05-31,N,Home,2024-09-25,customer1@example.com,1
CUST100061,Female,48,Daegu,VIP,15,174800.0,747800.0,3.2,2026-06-25,N,Beauty,2021-09-29,customer61@example.com,1
CUST101460,Male,53,Gyeonggi,Silver,10,133400.0,364900.0,3.1,2026-02-19,N,Home,2021-04-26,customer1460@example.com,0
CUST100325,Female,51,Gwangju,Gold,11,198400.0,1091900.0,3.3,2026-01-26,N,Food,2025-11-13,customer325@example.com,1
CUST100019,Male,33,Gyeonggi,Basic,9,72100.0,313900.0,3.7,2026-02-12,N,Beauty,2022-03-02,customer19@example.com,0
CUST101200,Female,18,Busan,Basic,9,61300.0,196000.0,3.0,2025-12-15,N,Fashion,2025-05-23,customer1200@example.com,0
CUST101056,Female,44,Busan,Silver,10,96600.0,450400.0,1.8,2025-12-24,N,Home,2021-02-11,customer1056@example.com,0
CUST100890,Male,38,Busan,Basic,8,71000.0,186500.0,3.6,2026-05-21,Y,Beauty,2023-06-12,customer890@example.com,0
CUST100077,Female,57,Gwangju,Silver,17,,711200.0,2.7,2026-05-05,Y,Electronics,2024-12-09,customer77@example.com,1
CUST100495,Female,50,Gyeonggi,Basic, 11 ,108600.0,298300.0,3.7,2026-02-20,N,Sports,2023-03-11,customer495@example.com,1
CUST100780,,52,seoul,Basic,14,21500.0,142600.0,2.1,2026-05-06,N,Food,2022-12-18,customer780@example.com,0
CUST100924,Female,38,Incheon,Basic,12,126400.0,646800.0,4.4,2026-01-05,Y,Fashion,2021-03-18,customer924@example.com,1
CUST100358,Female,41,Gyeonggi,Basic,8,66300.0,120700.0,4.5,2026-04-04,Y,Fashion,2023-09-22,customer358@example.com,0
CUST100797,Female,43,Incheon,Silver,9,117500.0,322000.0,,2026-06-05,N,Beauty,2024-09-15,customer797@example.com,0
CUST100029,Female,42,Daegu,Basic,4,65900.0,12000000,3.7,2026-01-12,Y,Electronics,2023-02-17,customer29@example.com,0
CUST101035,Female,40,Seoul,Silver,11,137700.0,581100.0,3.8,2026-06-21,Y,Fashion,2022-08-10,customer1035@example.com,1
CUST100012,Female,32,Seoul,Basic,8,91500.0,236200.0,4.8,2026-05-03,Y,Fashion,2025-12-18,customer12@example.com,1
CUST100742,Female,42,Gyeonggi,Silver,12,,428500.0,2.1,2026-05-30,N,Home,2023-02-08,customer742@example.com,1
CUST100387,Female,32,Seoul,Basic, 6 ,49700.0,54300.0,2.2,2026-01-17,N,Sports,2024-01-15,customer387@example.com,0
CUST100243,Male,23,Gyeonggi,Basic,12,54400.0,117200.0,5.0,2026-05-23,N,Food,2024-12-22,customer243@example.com,0
CUST100235,Male,18,Gyeonggi,Basic,5,28900.0,31300.0,4.8,2026-04-08,N,Fashion,2022-06-24,customer235@example.com,0
CUST100453, FEMALE ,,Gyeonggi,Gold,12,171200.0,339400.0,3.2,2026-06-24,N,Fashion,2024-08-10,customer453@example.com,1
CUST100102,Female,56,Daejeon,Silver,11,86600.0,198800.0,4.9,2026-06-04,N,Fashion,2021-08-09,customer102@example.com,1
CUST100422,Other,46,Gyeonggi,gold,13,133700.0,374300.0,3.6,2026-04-05, n ,Beauty,2021-04-19,customer422@example.com,1
CUST100530,Male,38,Gyeonggi,Gold,11,118300.0,439300.0,3.7,2026-03-24,Y,Sports,2022-04-15,customer530@example.com,1
CUST101145,Male,36,Daegu,Basic,9,27100.0,75000.0,3.3,2026-04-19,N,Home,2020-09-18,customer1145@example.com,1
CUST100031,Female,52,Seoul,Basic,16,"176,400",1248100.0,3.3,2026-03-29,N,Fashion,2024-05-20,customer31@example.com,1
CUST101061,Female,32,Daejeon,Basic,12,113000.0,595700.0,4.5,2026-04-24,Y,Sports,2025-02-12,customer1061@example.com,1
CUST100948,Male,29,Daejeon,Silver,6,10500.0,23400.0,2.5,2026-03-16,N,fashion,2025-02-01,customer948@example.com,0
CUST101195,Male,48,Gwangju,Gold,8,112500.0,486700.0,3.3,2026-04-05,N,Food,2025-06-30,customer1195@example.com,1
CUST100802,Female,56,Seoul,Gold,11,144000.0,654000.0,2.3,2026-06-01,Y, Beauty ,2021-10-06,customer802@example.com,0
CUST100310,Female,61,Incheon,Basic,9,45500.0,92200.0,3.3,2026-06-02,Y,Sports,2025-03-28,customer310@example.com,0
CUST100631,Male,,Seoul,Silver,6,66100.0,70600.0,3.8,2026-06-16,N,FASHION,2023-09-14,customer631@example.com,0
CUST100543,Female,35,Gyeonggi,Basic,6,101700.0,190400.0,3.2,2026-02-27,Y,Electronics,2024-05-27,customer543@example.com,0
CUST100846,Female,36,Daejeon,,9,150800.0,438100.0,2.7,2026-05-29,N,Beauty,2021-05-12,customer846@example.com,1
CUST100080,Male,23,Seoul,Silver,9,154000.0,294700.0,2.4,2026-06-01,Yes,Food,2022-11-16,customer80@example.com,0
CUST100877,Male,31,Daegu,Basic,9,,359600.0,3.1,2026-03-11,N,Fashion,2024-12-07,customer877@example.com,0
CUST100762,Male,50,Seoul,Silver,6,114700.0,229400.0,4.1,2026-06-06,N,Food,2022-12-14,customer762@example.com,0
CUST100149,Female,38,Gwangju,Gold,5,240000.0,440500.0,3.4,2026-01-08,Y,Electronics,2024-09-15,customer149@example.com,1
CUST100718,Female,42, Seoul ,Silver,11,83400.0,481600.0,3.8,2026-02-19,Y,Home,2022-07-15,customer718@example.com,1
CUST100584,Male,34,Seoul,Basic,16,91800.0,283000.0,3.6,2025-08-29,N,Food,2024-09-13,customer584@example.com,1
CUST100689,Male,50,Gyeonggi,Silver,7,61200.0,136300.0,3.6,2026-06-04,N,Food,2024-08-17,customer689@example.com,0
CUST100951,Female,40,Busan,Basic,11,89600.0,571000.0,2.3,2026-03-02,Y,Food,2023-12-19,customer951@example.com,1
CUST100707,Female,29,Seoul,Basic,6,95300.0,184900.0,4.5,2026-05-28,Yes,Beauty,2021-08-24,customer707@example.com,0
CUST100032,Male,54,Daegu,Silver,9,125800.0,585100.0,3.4,2026-05-19, n ,Fashion,2025-10-05,customer32@example.com,1
CUST100674,Male,51,Daegu,Basic,13,73700.0,157500.0,3.8,2026-03-12,N,Sports,2024-10-25,customer674@example.com,1
CUST100068,Female,47,Daejeon,VIP,9,258300.0,717100.0,3.1,2026-05-13,N,Home,2025-12-11,customer68@example.com,1
CUST100216,Male,39,Incheon,Gold,9,188000.0,742200.0,4.0,2026-06-01,N,Home,2023-05-16,customer216@example.com,1
CUST101454,Female,33,,Basic,9,125600.0,549200.0,3.4,2026-04-20,Yes,Beauty,2020-08-13,customer1454@example.com,0
CUST100557,Male,31,Gwangju,Gold,3,137100.0,289900.0,5.0,2026-05-18,N,Home,2024-08-20,customer557@example.com,1
CUST100650,Female,22,Daejeon,Basic,8,72200.0,131200.0,4.0,2026-04-21,N,Fashion,2022-12-28,customer650@example.com,0
CUST100118,Female,58,Seoul,VIP,8,135300.0,134900.0,3.0,2026-01-19,Y,Fashion,2023-12-09,customer118@example.com,1
CUST100417,Female,35,Daegu,Basic,14,119800.0,679800.0,4.6,2026-03-26,Y,Electronics,2021-09-18,customer417@example.com,1
CUST100832,Female,53,Gyeonggi,Gold,11,74400.0,265800.0,5.0,2026-05-11,N,Sports,2021-07-27,customer832@example.com,1
CUST101157,Female,36,Seoul,Basic,9,58900.0,55000.0,1.1,2026-05-09,Y,Food,2025-11-26,customer1157@example.com,0
CUST100639,Male,38,Gyeonggi,Basic,17,131200.0,661800.0,2.5,2026-05-12,Y,Home,2024-03-01,customer639@example.com,1
CUST100333,Female,29,Gyeonggi, Basic ,9,43700.0,93100.0,4.8,2026-05-18,N,Food,2023-01-22,customer333@example.com,1
CUST100957,Male,34,Incheon,Basic,9,145900.0,271200.0,3.4,2025-12-24,Y,Beauty,2021-01-26,customer957@example.com,0
CUST101319,Female,44,Daejeon,Basic,11,95700.0,309200.0,4.3,2026-06-06,No,Fashion,2020-10-26,customer1319@example.com,1
CUST100180,Female,34,Gyeonggi,Silver,11,162500.0,852300.0,2.9,2026-04-12,Y,Beauty,2021-09-26,customer180@example.com,0
CUST101407,Female,29세,Incheon,Gold,8,173400.0,487300.0,3.5,2026-02-02,Y,Home,2022-11-01,customer1407@example.com,1
CUST100098,Male,38,Gyeonggi,Basic,9,36000.0,103000.0,2.9,2026-06-04,N,Food,2025-10-12,customer98@example.com,0
CUST100015,Male,33세,Gwangju,Basic,17,178400.0,1521800.0,3.7,2026-05-22,Y,Electronics,2022-02-19,customer15@example.com,1
CUST100256,Female,26,,VIP,13,147600.0,942000.0,3.4,2026-02-02,N,Food,2022-01-06,customer256@example.com,1
CUST100227,Male,47,Seoul,Basic,9,56400.0,196400.0,3.7,2026-06-22,Y,Home,2021-08-05,customer227@example.com,0
CUST100072,Male,56, GYEONGGI ,Basic,7,83600.0,237400.0,3.9,2026-04-10, n ,Home,2025-08-18,customer72@example.com,0
CUST100027,Female,27,Gwangju,Silver,8,147300.0,491600.0,3.4,2026-06-16,N,Electronics,2024-06-21,customer27@example.com,0
CUST100565,Male,26,Seoul,Gold,21,242400.0,2058000.0,3.5,2026-04-11,Y,Fashion,2024-03-14,customer565@example.com,1
CUST100017,Male,25,Seoul,VIP,11,180600.0,598800.0,4.1,2026-01-05,N,Fashion,2021-02-27,customer17@example.com,1
CUST100323,Male,26,Daegu,Silver,4,138900.0,139600.0,3.1,2026-06-23,Y,Home,2022-03-30,customer323@example.com,0
CUST100412,Male,53,Seoul,Basic,10,130000.0,595400.0,4.1,2026-04-27,Y,Electronics,2025-01-01,customer412@example.com,1
CUST101074,Female,43,Seoul,Gold,12,184500.0,549000.0,2.8,2026-06-21,Y,Beauty,2020-07-20,customer1074@example.com,1
CUST100768,Male,46,Daegu,Basic,7,145500.0,128600.0,3.3,2026-05-03,Y, Electronics ,2025-02-01,customer768@example.com,1
CUST100193,Female,18,Daejeon,silver,7,106100.0,107800.0,4.0,2026-04-04,N,Electronics,2024-01-10,customer193@example.com,0
CUST100245,Male,39,Incheon,Basic,6,47700.0,43500.0,3.9,2026-05-08,Y,Fashion,2022-12-30,customer245@example.com,1
CUST100321,Female,45,Seoul,Basic,7,97400.0,97700.0,3.3,2026-06-12,Y,Home,2024-07-06,customer321@example.com,0
CUST100985,Female,45,,Gold,7,134400.0,460100.0,3.9,2026-04-30,N,Fashion,2022-03-05,customer985@example.com,0
CUST101256,Male,32,Busan,Gold,12,201500.0,1152300.0,3.9,2026-05-16,N,Fashion,2024-12-20,customer1256@example.com,1
CUST101006,Male,47,Seoul,VIP,4,235100.0,520300.0,1.6,2026-05-15,N,Electronics,2023-03-31,customer1006@example.com,0
CUST101116,Female,35,Gyeonggi,Basic,12,89600.0,372200.0,3.9,2026-04-27,N,Food,2024-01-28,customer1116@example.com,1
CUST101059,F,52세,Gyeonggi,,7,121700.0,265700.0,4.1,2026-03-10,Y,Sports,2021-05-04,customer1059@example.com,0
CUST101491,Male,18,Seoul,Basic,9,108000.0,275900.0,2.0,2026-04-07,Y,Electronics,2021-10-04,customer1491@example.com,0
CUST100197,Male,34,Daejeon,Basic,8,5000.0,10300.0,,2026-05-15,N,Sports,2022-08-11,customer197@example.com,0
